pmaid,name,feature_desc,hours,xpos,ypos,Location
401,Bradner Gardens Park,View,4 a.m. - 11:30 p.m.,-122.295426,47.587419,"(47.587419, -122.295426)"
499,Dahl Playfield,Soccer,4 a.m. - 11:30 p.m.,-122.299309,47.685267,"(47.685267, -122.299309)"
4421,Trolley Hill Park,Play Area,4 a.m. - 11:30 p.m.,-122.347039,47.635143,"(47.635143, -122.347039)"
4441,Madison Park North Beach,View,4 a.m. - 11:30 p.m.,-122.276118,47.639084,"(47.639084, -122.276118)"
114,Jefferson Park,Basketball (Full),4 a.m. - 11:30 p.m.,-122.311441,47.568067,"(47.568067, -122.311441)"
4242,Sam Smith Park,View,4 a.m. - 11:30 p.m.,-122.297814,47.589982,"(47.589982, -122.297814)"
428,Seward Park,Hiking Trails,6 a.m. - 10 p.m.,-122.250639,47.54923,"(47.54923, -122.250639)"
3894,Webster Park,Play Area (ADA Compliant),4 a.m. - 11:30 p.m.,-122.397851,47.677832,"(47.677832, -122.397851)"
240,Carkeek Park,Restrooms (ADA Compliant),"<b>Park Hours:</b> 6 a.m.-10 p.m.<BR>
<b>Environmental Learning Center Hours:</b> Weekdays 10 a.m. - 4 p.m.",-122.379763,47.712194,"(47.712194, -122.379763)"
444,View Ridge Playfield,Basketball (Half),4 a.m. - 11:30 p.m.,-122.279969,47.679747,"(47.679747, -122.279969)"
432,Martha Washington Park,Hiking Trails,6 a.m. - 10 p.m.,-122.260054,47.542398,"(47.542398, -122.260054)"
347,Matthews Beach Park,Waterfront,6 a.m. - 10 p.m.,-122.271785,47.694564,"(47.694564, -122.271785)"
475,Belvoir Place,Waterfront,4 a.m. - 11:30 p.m.,-122.283215,47.655124,"(47.655124, -122.283215)"
292,Woodland Park,Restrooms,4 a.m. - 11:30 p.m.,-122.344218,47.668906,"(47.668906, -122.344218)"
398,Warren G. Magnuson Park,Boat Launch (Motorized),4 a.m. - 11:30 p.m.,-122.255084,47.680304,"(47.680304, -122.255084)"
390,Pratt Park,Restrooms (ADA Compliant),6 a.m. - 10 p.m.,-122.307257,47.601407,"(47.601407, -122.307257)"
408,Dearborn Park,Tennis Court (Outdoor),4 a.m. - 11:30 p.m.,-122.296225,47.553389,"(47.553389, -122.296225)"
420,Pritchard Island Beach,View,6 a.m. - 10 p.m.,-122.26283,47.528948,"(47.528948, -122.26283)"
4413,Hitt's Hill Park,Paths,4 a.m. - 11:30 p.m.,-122.28455,47.554207,"(47.554207, -122.28455)"
429,"John C. Little, Sr. Park",Basketball (Half),6 a.m. - 10 p.m.,-122.286686,47.539048,"(47.539048, -122.286686)"
4154,Camp Long,Hiking Trails,"<b>Tuesday - Sunday</b> 10 a.m. - 6 p.m. <BR>
(December-February: Closed on Sundays)",-122.373161,47.556242,"(47.556242, -122.373161)"
4045,Rainbow Point,View,4 a.m. - 11:30 p.m.,-122.320476,47.682713,"(47.682713, -122.320476)"
4242,Sam Smith Park,Tennis Court (Outdoor),4 a.m. - 11:30 p.m.,-122.297814,47.589982,"(47.589982, -122.297814)"
3972,Lakeridge Playfield,Baseball/Softball,4 a.m. - 11:30 p.m.,-122.246841,47.510319,"(47.510319, -122.246841)"
492,Magnolia Greenbelt,Woods,4 a.m. - 11:30 p.m.,,,
1630,Maple School Ravine,Green Space,4 a.m. - 11:30 p.m.,-122.308342,47.551071,"(47.551071, -122.308342)"
409,Genesee Park and Playfield,Dog Off Leash Area,4 a.m. - 11:30 p.m.,-122.278744,47.564856,"(47.564856, -122.278744)"
310,Discovery Park,Hiking Trails,"<b>Park Hours:</b> Daily 4 a.m. - 11:30 p.m.<br>
<b>Visitor Center Hours:</b> Tuesday-Sunday
8:30 a.m. - 5 p.m.<br>
<i>Closed holidays</i>",-122.415282,47.66083,"(47.66083, -122.415282)"
4011,Fremont Canal Park,Paths,4 a.m. - 11:30 p.m.,-122.357864,47.651802,"(47.651802, -122.357864)"
393,Washington Park Arboretum,Paths,4 a.m. - 11:30 p.m.,-122.294835,47.636477,"(47.636477, -122.294835)"
293,Gas Works Park,Waterfront,6 a.m. - 10 p.m.,-122.334906,47.645639,"(47.645639, -122.334906)"
331,David Rodgers Park,Woods,4 a.m. - 11:30 p.m.,-122.359484,47.644135,"(47.644135, -122.359484)"
463,Riverview Playfield,Basketball (Full),6 a.m. - 10 p.m.,-122.348688,47.54101,"(47.54101, -122.348688)"
316,Lawton Park,Hiking Trails,4 a.m. - 11:30 p.m.,-122.391158,47.655065,"(47.655065, -122.391158)"
338,Victor Steinbrueck Park,Restrooms,6 a.m. - 10 p.m.,-122.343869,47.610153,"(47.610153, -122.343869)"
4278,Ballard Commons Park,Wading Pool or Water Feature,4 a.m. - 11:30 p.m.,-122.385487,47.670549,"(47.670549, -122.385487)"
4450,Bitter Lake Reservoir Open Space,Paths,4 a.m. - 11:30 p.m.,-122.348583,47.731181,"(47.731181, -122.348583)"
80,Charles Richey Sr Viewpoint,View,4 a.m. - 11:30 p.m.,-122.413877,47.57242,"(47.57242, -122.413877)"
464,Roxhill Park,Baseball/Softball,6 a.m. - 10 p.m.,-122.368881,47.519496,"(47.519496, -122.368881)"
499,Dahl Playfield,Restrooms,4 a.m. - 11:30 p.m.,-122.299309,47.685267,"(47.685267, -122.299309)"
445,Alki Beach Park,Paths,4 a.m.-11:30 p.m.,-122.402173,47.582912,"(47.582912, -122.402173)"
344,Lake Union Park,Pesticide Free,4 a.m. - 11:30 p.m.,-122.338848,47.627015,"(47.627015, -122.338848)"
3023,Interlaken Park,Woods,4 a.m. - 11:30 p.m.,-122.308316,47.636257,"(47.636257, -122.308316)"
309,Denny Park,Paths (ADA Compliant),4 a.m. - 11:30 p.m.,-122.341049,47.61913,"(47.61913, -122.341049)"
460,Lincoln Park,Boat Launch (Hand Carry),4 a.m. - 11:30 p.m.,-122.396012,47.531176,"(47.531176, -122.396012)"
249,Salmon Bay Park,Play Area (ADA Compliant),4 a.m. - 11:30 p.m.,-122.381343,47.679297,"(47.679297, -122.381343)"
405,Colman Park,Baseball/Softball,6 a.m. - 10 p.m.,-122.288612,47.58547,"(47.58547, -122.288612)"
304,Bhy Kracke Park,Play Area (ADA Compliant),4 a.m. - 11:30 p.m.,-122.348403,47.630426,"(47.630426, -122.348403)"
460,Lincoln Park,Play Area (ADA Compliant),4 a.m. - 11:30 p.m.,-122.396012,47.531176,"(47.531176, -122.396012)"
332,Westlake Park,Decorative Fountain,6 a.m. - 10 p.m.,-122.33724,47.611099,"(47.611099, -122.33724)"
292,Woodland Park,Soccer,4 a.m. - 11:30 p.m.,-122.344218,47.668906,"(47.668906, -122.344218)"
390,Pratt Park,Basketball (Full),6 a.m. - 10 p.m.,-122.307257,47.601407,"(47.601407, -122.307257)"
483,Cowen Park,Hiking Trails,4 a.m. - 11:30 p.m.,-122.313072,47.672596,"(47.672596, -122.313072)"
3980,Denny Blaine Lake Park,Pesticide Free,4 a.m. - 11:30 p.m.,-122.284838,47.61833,"(47.61833, -122.284838)"
413,Ferdinand Street Boat Ramp,Picnic Sites,24 hours,-122.264912,47.561358,"(47.561358, -122.264912)"
247,North Beach Park,Green Space,4 a.m. - 11:30 p.m.,-122.390258,47.69471,"(47.69471, -122.390258)"
391,Ravenna Park,Paths,4 a.m. - 11:30 p.m.,-122.305705,47.671404,"(47.671404, -122.305705)"
1000342,Bayview-Kinnear (Lower Kerry Park),Play Area (ADA Compliant),6 a.m. - 10 p.m.,,,
4416,Oxbow Park,Play Area,4 a.m. - 11:30 p.m.,-122.321583,47.54499,"(47.54499, -122.321583)"
1104,Meridian Playground,Restrooms,4 a.m. - 11:30 p.m.,-122.3325568,47.66415869,"(47.664159, -122.332557)"
436,Benefit Playground,Skatepark,6 a.m. - 10 p.m.,-122.2842942,47.51899824,"(47.518998, -122.284294)"
329,East Queen Anne Playground,Play Area (ADA Compliant),4 a.m. - 11:30 p.m.,-122.3537858,47.636139,"(47.636139, -122.353786)"
371,Madrona Playground,Rental Facility,6 a.m. - 10 p.m.,-122.2898852,47.61102165,"(47.611022, -122.289885)"
4245,Benvenuto Viewpoint,View,4 a.m. - 11:30 p.m.,-122.3030288,47.58984078,"(47.589841, -122.303029)"
406,Colman Playground,Restrooms,4 a.m. - 11:30 p.m.,-122.301957,47.58762538,"(47.587625, -122.301957)"
250,Sandel Playground,Basketball (Full),4 a.m. - 11:30 p.m.,-122.3587007,47.6951337,"(47.695134, -122.358701)"
450,Delridge Playfield,Skatepark,4 a.m. - 11:30 p.m.,-122.3643707,47.56284245,"(47.562842, -122.364371)"
423,Rainier Playfield,Community Center,4 a.m. - 11:30 p.m.,-122.2862001,47.56181733,"(47.561817, -122.2862)"
418,Maple Wood Playfield,Restrooms,4 a.m. - 11:30 p.m.,-122.3188451,47.56004088,"(47.560041, -122.318845)"
353,Garfield Playfield,Football,6 a.m. - 10 p.m.,-122.3014119,47.6070978,"(47.607098, -122.301412)"
376,Montlake Playfield,Waterfront,4 a.m. - 11:30 p.m.,-122.310081,47.64240669,"(47.642407, -122.310081)"
456,Hiawatha Playfield,Historic Landmark,4 a.m. - 11:30 p.m.,-122.3849647,47.57827243,"(47.578272, -122.384965)"
431,Van Asselt Playground,Wading Pool or Water Feature,6 a.m. - 10 p.m.,-122.2940676,47.5394461,"(47.539446, -122.294068)"
340,Laurelhurst Playfield,Play Area (ADA Compliant),6 a.m. - 10 p.m.,-122.2780192,47.65988952,"(47.65989, -122.278019)"
467,South Park Playground,Soccer,4 a.m. - 11:30 p.m.,-122.3241588,47.52801598,"(47.528016, -122.324159)"
449,Wallingford Playfield,Play Area (ADA Compliant),4 a.m. - 11:30 p.m.,-122.3374437,47.65854443,"(47.658544, -122.337444)"
371,Madrona Playground,Play Area (ADA Compliant),6 a.m. - 10 p.m.,-122.2898852,47.61102165,"(47.611022, -122.289885)"
422,Rainier Beach Playfield,Tennis Court (Outdoor),4 a.m. - 11:30 p.m.,-122.2731358,47.52504095,"(47.525041, -122.273136)"
456,Hiawatha Playfield,Restrooms,4 a.m. - 11:30 p.m.,-122.3849647,47.57827243,"(47.578272, -122.384965)"
289,Loyal Heights Playfield,Baseball/Softball,4 a.m. - 11:30 p.m.,-122.3832402,47.68410594,"(47.684106, -122.38324)"
449,Wallingford Playfield,Paths,4 a.m. - 11:30 p.m.,-122.3374437,47.65854443,"(47.658544, -122.337444)"
431,Van Asselt Playground,Baseball/Softball,6 a.m. - 10 p.m.,-122.2940676,47.5394461,"(47.539446, -122.294068)"
456,Hiawatha Playfield,Play Area (ADA Compliant),4 a.m. - 11:30 p.m.,-122.3849647,47.57827243,"(47.578272, -122.384965)"
456,Hiawatha Playfield,Soccer,4 a.m. - 11:30 p.m.,-122.3849647,47.57827243,"(47.578272, -122.384965)"
250,Sandel Playground,Wading Pool or Water Feature,4 a.m. - 11:30 p.m.,-122.3587007,47.6951337,"(47.695134, -122.358701)"
472,West Seattle Stadium,Restrooms (ADA Compliant),4 a.m. - 11:30 p.m.,-122.3743482,47.56282555,"(47.562826, -122.374348)"
289,Loyal Heights Playfield,Play Area (ADA Compliant),4 a.m. - 11:30 p.m.,-122.3832402,47.68410594,"(47.684106, -122.38324)"
400,Beacon Hill Playground,Restrooms,4 a.m. - 11:30 p.m.,-122.3153246,47.58622631,"(47.586226, -122.315325)"
436,Benefit Playground,Basketball (Full),6 a.m. - 10 p.m.,-122.2842942,47.51899824,"(47.518998, -122.284294)"
289,Loyal Heights Playfield,Community Center,4 a.m. - 11:30 p.m.,-122.3832402,47.68410594,"(47.684106, -122.38324)"
402,Brighton Playfield,Basketball (Full),6 a.m. - 10 p.m.,-122.2820996,47.54838735,"(47.548387, -122.2821)"
482,Bryant Neighborhood Playground,Basketball (Half),4 a.m. - 11:30 p.m.,-122.2836441,47.6752992,"(47.675299, -122.283644)"
371,Madrona Playground,Restrooms,6 a.m. - 10 p.m.,-122.2898852,47.61102165,"(47.611022, -122.289885)"
452,Fairmount Playfield,Soccer,4 a.m. - 11:30 p.m.,-122.3805489,47.55404081,"(47.554041, -122.380549)"
371,Madrona Playground,Tennis Lights,6 a.m. - 10 p.m.,-122.2898852,47.61102165,"(47.611022, -122.289885)"
242,Gilman Playground,Baseball/Softball,4 a.m. - 11:30 p.m.,-122.369684,47.66729167,"(47.667292, -122.369684)"
251,Soundview Playfield,View,4 a.m. - 11:30 p.m.,-122.3788784,47.69541575,"(47.695416, -122.378878)"
423,Rainier Playfield,Football,4 a.m. - 11:30 p.m.,-122.2862001,47.56181733,"(47.561817, -122.2862)"
435,University Playground,Tennis Court (Outdoor),6 a.m. - 10 p.m.,-122.3193123,47.66444741,"(47.664447, -122.319312)"
250,Sandel Playground,Restrooms,4 a.m. - 11:30 p.m.,-122.3587007,47.6951337,"(47.695134, -122.358701)"
242,Gilman Playground,Tennis Court (Outdoor),4 a.m. - 11:30 p.m.,-122.369684,47.66729167,"(47.667292, -122.369684)"
456,Hiawatha Playfield,Paths (ADA Compliant),4 a.m. - 11:30 p.m.,-122.3849647,47.57827243,"(47.578272, -122.384965)"
410,Georgetown Playfield,Restrooms (ADA Compliant),4 a.m. - 11:30 p.m.,-122.3213956,47.55161973,"(47.55162, -122.321396)"
340,Laurelhurst Playfield,Tennis Backboard (Outdoor),6 a.m. - 10 p.m.,-122.2780192,47.65988952,"(47.65989, -122.278019)"
371,Madrona Playground,Soccer,6 a.m. - 10 p.m.,-122.2898852,47.61102165,"(47.611022, -122.289885)"
382,Pinehurst Playground,Play Area (ADA Compliant),4 a.m. - 11:30 p.m.,-122.3146282,47.71643622,"(47.716436, -122.314628)"
352,Meadowbrook Playfield,Restrooms (ADA Compliant),4 a.m. - 11:30 p.m.,-122.2934929,47.70577111,"(47.705771, -122.293493)"
422,Rainier Beach Playfield,Tennis Lights,4 a.m. - 11:30 p.m.,-122.2731358,47.52504095,"(47.525041, -122.273136)"
452,Fairmount Playfield,Pesticide Free,4 a.m. - 11:30 p.m.,-122.3805489,47.55404081,"(47.554041, -122.380549)"
288,Bitter Lake Playfield,Tennis Lights,4 a.m. - 11:30 p.m.,-122.3493143,47.72420909,"(47.724209, -122.349314)"
352,Meadowbrook Playfield,Pool (Indoor),4 a.m. - 11:30 p.m.,-122.2934929,47.70577111,"(47.705771, -122.293493)"
248,Ross Playground,Rental Facility,6 a.m. - 10 p.m.,-122.3613468,47.65971791,"(47.659718, -122.361347)"
3984,Queen Anne Bowl Playfield,Track,4 a.m. - 11:30 p.m.,-122.3597106,47.64559923,"(47.645599, -122.359711)"
329,East Queen Anne Playground,Restrooms (ADA Compliant),4 a.m. - 11:30 p.m.,-122.3537858,47.636139,"(47.636139, -122.353786)"
450,Delridge Playfield,Play Area (ADA Compliant),4 a.m. - 11:30 p.m.,-122.3643707,47.56284245,"(47.562842, -122.364371)"
450,Delridge Playfield,Wading Pool or Water Feature,4 a.m. - 11:30 p.m.,-122.3643707,47.56284245,"(47.562842, -122.364371)"
242,Gilman Playground,Wading Pool or Water Feature,4 a.m. - 11:30 p.m.,-122.369684,47.66729167,"(47.667292, -122.369684)"
439,Hutchinson Playground,Rugby,4 a.m. - 11:30 p.m.,-122.2600621,47.51431208,"(47.514312, -122.260062)"
340,Laurelhurst Playfield,Community Center,6 a.m. - 10 p.m.,-122.2780192,47.65988952,"(47.65989, -122.278019)"
3941,Walt Hundley Playfield,Baseball/Softball,4 a.m. - 11:30 p.m.,-122.3734149,47.54016974,"(47.54017, -122.373415)"
454,Hamilton Viewpoint Park,Woods,4 a.m. - 11:30 p.m.,-122.3890697,47.59074752,"(47.590748, -122.38907)"
373,Miller Playfield,Restrooms,6 a.m. - 10 p.m.,-122.3062614,47.62143332,"(47.621433, -122.306261)"
400,Beacon Hill Playground,Wading Pool or Water Feature,4 a.m. - 11:30 p.m.,-122.3153246,47.58622631,"(47.586226, -122.315325)"
435,University Playground,Tennis Backboard (Outdoor),6 a.m. - 10 p.m.,-122.3193123,47.66444741,"(47.664447, -122.319312)"
456,Hiawatha Playfield,Tennis Backboard (Outdoor),4 a.m. - 11:30 p.m.,-122.3849647,47.57827243,"(47.578272, -122.384965)"
435,University Playground,Soccer,6 a.m. - 10 p.m.,-122.3193123,47.66444741,"(47.664447, -122.319312)"
241,B.F. Day Playground,Basketball (Half),4 a.m. - 11:30 p.m.,-122.3492215,47.65603015,"(47.65603, -122.349221)"
3881,Maple Leaf Resevoir Park,Play Area,4 a.m. - 11:30 p.m.,-122.3156129,47.6890145,"(47.689015, -122.315613)"
457,Highland Park Playground,T-Ball,4 a.m. - 11:30 p.m.,-122.349034,47.52737972,"(47.52738, -122.349034)"
436,Benefit Playground,Play Area (ADA Compliant),6 a.m. - 10 p.m.,-122.2842942,47.51899824,"(47.518998, -122.284294)"
371,Madrona Playground,Baseball/Softball,6 a.m. - 10 p.m.,-122.2898852,47.61102165,"(47.611022, -122.289885)"
431,Van Asselt Playground,Basketball (Full),6 a.m. - 10 p.m.,-122.2940676,47.5394461,"(47.539446, -122.294068)"
496,Burke-Gilman Playground Park,Restrooms (ADA Compliant),4 a.m. - 11:30 p.m.,-122.282623,47.66663386,"(47.666634, -122.282623)"
423,Rainier Playfield,Basketball (Full),4 a.m. - 11:30 p.m.,-122.2862001,47.56181733,"(47.561817, -122.2862)"
330,West Queen Anne Playfield,Pool (Indoor),4 a.m. - 11:30 p.m.,-122.3595039,47.63551408,"(47.635514, -122.359504)"
380,Rogers Playground,Restrooms (ADA Compliant),4 a.m. - 11:30 p.m.,-122.3252569,47.64260095,"(47.642601, -122.325257)"
404,Cleveland Playfield,Soccer,4 a.m. - 11:30 p.m.,-122.315542,47.55201155,"(47.552012, -122.315542)"
329,East Queen Anne Playground,Basketball (Half),4 a.m. - 11:30 p.m.,-122.3537858,47.636139,"(47.636139, -122.353786)"
450,Delridge Playfield,Soccer,4 a.m. - 11:30 p.m.,-122.3643707,47.56284245,"(47.562842, -122.364371)"
248,Ross Playground,Play Area (ADA Compliant),6 a.m. - 10 p.m.,-122.3613468,47.65971791,"(47.659718, -122.361347)"
303,Bayview Playground,Basketball (Half),4 a.m. - 11:30 p.m.,-122.3867861,47.6438017,"(47.643802, -122.386786)"
329,East Queen Anne Playground,Baseball/Softball,4 a.m. - 11:30 p.m.,-122.3537858,47.636139,"(47.636139, -122.353786)"
410,Georgetown Playfield,Basketball (Half),4 a.m. - 11:30 p.m.,-122.3213956,47.55161973,"(47.55162, -122.321396)"
352,Meadowbrook Playfield,Baseball/Softball,4 a.m. - 11:30 p.m.,-122.2934929,47.70577111,"(47.705771, -122.293493)"
303,Bayview Playground,View,4 a.m. - 11:30 p.m.,-122.3867861,47.6438017,"(47.643802, -122.386786)"
403,Othello Playground,Basketball (Half),6 a.m. - 10 p.m.,-122.2781049,47.53621448,"(47.536214, -122.278105)"
418,Maple Wood Playfield,Baseball/Softball,4 a.m. - 11:30 p.m.,-122.3188451,47.56004088,"(47.560041, -122.318845)"
439,Hutchinson Playground,Soccer,4 a.m. - 11:30 p.m.,-122.2600621,47.51431208,"(47.514312, -122.260062)"
352,Meadowbrook Playfield,Restrooms,4 a.m. - 11:30 p.m.,-122.2934929,47.70577111,"(47.705771, -122.293493)"
418,Maple Wood Playfield,Basketball (Half),4 a.m. - 11:30 p.m.,-122.3188451,47.56004088,"(47.560041, -122.318845)"
450,Delridge Playfield,Restrooms,4 a.m. - 11:30 p.m.,-122.3643707,47.56284245,"(47.562842, -122.364371)"
382,Pinehurst Playground,Restrooms,4 a.m. - 11:30 p.m.,-122.3146282,47.71643622,"(47.716436, -122.314628)"
3881,Maple Leaf Resevoir Park,Paths (ADA Compliant),4 a.m. - 11:30 p.m.,-122.3156129,47.6890145,"(47.689015, -122.315613)"
1104,Meridian Playground,Play Area,4 a.m. - 11:30 p.m.,-122.3325568,47.66415869,"(47.664159, -122.332557)"
248,Ross Playground,Basketball (Half),6 a.m. - 10 p.m.,-122.3613468,47.65971791,"(47.659718, -122.361347)"
418,Maple Wood Playfield,Restrooms (ADA Compliant),4 a.m. - 11:30 p.m.,-122.3188451,47.56004088,"(47.560041, -122.318845)"
438,Victory Heights Playground,Tennis Court (Outdoor),4 a.m. - 11:30 p.m.,-122.3078338,47.70567152,"(47.705672, -122.307834)"
319,Magnolia Playfield,T-Ball,4 a.m. - 11:30 p.m.,-122.3994722,47.64374582,"(47.643746, -122.399472)"
400,Beacon Hill Playground,Soccer,4 a.m. - 11:30 p.m.,-122.3153246,47.58622631,"(47.586226, -122.315325)"
352,Meadowbrook Playfield,Community Center,4 a.m. - 11:30 p.m.,-122.2934929,47.70577111,"(47.705771, -122.293493)"
288,Bitter Lake Playfield,Restrooms,4 a.m. - 11:30 p.m.,-122.3493143,47.72420909,"(47.724209, -122.349314)"
373,Miller Playfield,Tennis Lights,6 a.m. - 10 p.m.,-122.3062614,47.62143332,"(47.621433, -122.306261)"
380,Rogers Playground,Soccer,4 a.m. - 11:30 p.m.,-122.3252569,47.64260095,"(47.642601, -122.325257)"
467,South Park Playground,Baseball/Softball,4 a.m. - 11:30 p.m.,-122.3241588,47.52801598,"(47.528016, -122.324159)"
414,Lakewood Playfield,Play Area,4 a.m. - 11:30 p.m.,-122.2700596,47.5588308,"(47.558831, -122.27006)"
1104,Meridian Playground,Pesticide Free,4 a.m. - 11:30 p.m.,-122.3325568,47.66415869,"(47.664159, -122.332557)"
422,Rainier Beach Playfield,Soccer,4 a.m. - 11:30 p.m.,-122.2731358,47.52504095,"(47.525041, -122.273136)"
458,E.C. Hughes Playground,Basketball (Half),4 a.m. - 11:30 p.m.,-122.3695452,47.53280491,"(47.532805, -122.369545)"
350,Cascade Playground,Play Area (ADA Compliant),4 a.m. - 11:30 p.m.,-122.3323548,47.62140522,"(47.621405, -122.332355)"
382,Pinehurst Playground,Basketball (Half),4 a.m. - 11:30 p.m.,-122.3146282,47.71643622,"(47.716436, -122.314628)"
376,Montlake Playfield,Paths (ADA Compliant),4 a.m. - 11:30 p.m.,-122.310081,47.64240669,"(47.642407, -122.310081)"
241,B.F. Day Playground,Play Area (ADA Compliant),4 a.m. - 11:30 p.m.,-122.3492215,47.65603015,"(47.65603, -122.349221)"
402,Brighton Playfield,Baseball/Softball,6 a.m. - 10 p.m.,-122.2820996,47.54838735,"(47.548387, -122.2821)"
340,Laurelhurst Playfield,Soccer,6 a.m. - 10 p.m.,-122.2780192,47.65988952,"(47.65989, -122.278019)"
288,Bitter Lake Playfield,T-Ball,4 a.m. - 11:30 p.m.,-122.3493143,47.72420909,"(47.724209, -122.349314)"
414,Lakewood Playfield,Soccer,4 a.m. - 11:30 p.m.,-122.2700596,47.5588308,"(47.558831, -122.27006)"
435,University Playground,Adult Fitness Equipment,6 a.m. - 10 p.m.,-122.3193123,47.66444741,"(47.664447, -122.319312)"
497,Ballard Playground,Baseball/Softball,4 a.m. - 11:30 p.m.,-122.3915498,47.67278587,"(47.672786, -122.39155)"
403,Othello Playground,Picnic Sites,6 a.m. - 10 p.m.,-122.2781049,47.53621448,"(47.536214, -122.278105)"
319,Magnolia Playfield,Restrooms,4 a.m. - 11:30 p.m.,-122.3994722,47.64374582,"(47.643746, -122.399472)"
303,Bayview Playground,Restrooms,4 a.m. - 11:30 p.m.,-122.3867861,47.6438017,"(47.643802, -122.386786)"
3881,Maple Leaf Resevoir Park,Baseball/Softball,4 a.m. - 11:30 p.m.,-122.3156129,47.6890145,"(47.689015, -122.315613)"
376,Montlake Playfield,Track,4 a.m. - 11:30 p.m.,-122.310081,47.64240669,"(47.642407, -122.310081)"
3984,Queen Anne Bowl Playfield,Restrooms,4 a.m. - 11:30 p.m.,-122.3597106,47.64559923,"(47.645599, -122.359711)"
319,Magnolia Playfield,Pool (Outdoor),4 a.m. - 11:30 p.m.,-122.3994722,47.64374582,"(47.643746, -122.399472)"
289,Loyal Heights Playfield,Basketball (Half),4 a.m. - 11:30 p.m.,-122.3832402,47.68410594,"(47.684106, -122.38324)"
3941,Walt Hundley Playfield,Restrooms,4 a.m. - 11:30 p.m.,-122.3734149,47.54016974,"(47.54017, -122.373415)"
394,Sacajawea Playground,Play Area,4 a.m. - 11:30 p.m.,-122.3081316,47.69713187,"(47.697132, -122.308132)"
4451,Ursula Judkins Viewpoint,View,4 a.m. - 11:30 p.m.,-122.3902321,47.63204883,"(47.632049, -122.390232)"
446,Alki Playground,Restrooms,4 a.m. - 11:30 p.m.,-122.4073123,47.57849726,"(47.578497, -122.407312)"
251,Soundview Playfield,Soccer,4 a.m. - 11:30 p.m.,-122.3788784,47.69541575,"(47.695416, -122.378878)"
436,Benefit Playground,View,6 a.m. - 10 p.m.,-122.2842942,47.51899824,"(47.518998, -122.284294)"
352,Meadowbrook Playfield,Creek,4 a.m. - 11:30 p.m.,-122.2934929,47.70577111,"(47.705771, -122.293493)"
376,Montlake Playfield,Soccer,4 a.m. - 11:30 p.m.,-122.310081,47.64240669,"(47.642407, -122.310081)"
458,E.C. Hughes Playground,Play Area (ADA Compliant),4 a.m. - 11:30 p.m.,-122.3695452,47.53280491,"(47.532805, -122.369545)"
251,Soundview Playfield,Restrooms,4 a.m. - 11:30 p.m.,-122.3788784,47.69541575,"(47.695416, -122.378878)"
456,Hiawatha Playfield,Track,4 a.m. - 11:30 p.m.,-122.3849647,47.57827243,"(47.578272, -122.384965)"
353,Garfield Playfield,Baseball/Softball,6 a.m. - 10 p.m.,-122.3014119,47.6070978,"(47.607098, -122.301412)"
3920,Emma Schmitz Memorial Overlook,Paths,6 a.m. - 11 p.m.,-122.4071204,47.56289757,"(47.562898, -122.40712)"
436,Benefit Playground,Paths,6 a.m. - 10 p.m.,-122.2842942,47.51899824,"(47.518998, -122.284294)"
3881,Maple Leaf Resevoir Park,Basketball (Half),4 a.m. - 11:30 p.m.,-122.3156129,47.6890145,"(47.689015, -122.315613)"
288,Bitter Lake Playfield,Tennis Court (Outdoor),4 a.m. - 11:30 p.m.,-122.3493143,47.72420909,"(47.724209, -122.349314)"
449,Wallingford Playfield,Restrooms,4 a.m. - 11:30 p.m.,-122.3374437,47.65854443,"(47.658544, -122.337444)"
288,Bitter Lake Playfield,Waterfront,4 a.m. - 11:30 p.m.,-122.3493143,47.72420909,"(47.724209, -122.349314)"
450,Delridge Playfield,Tennis Court (Outdoor),4 a.m. - 11:30 p.m.,-122.3643707,47.56284245,"(47.562842, -122.364371)"
456,Hiawatha Playfield,Tennis Lights,4 a.m. - 11:30 p.m.,-122.3849647,47.57827243,"(47.578272, -122.384965)"
450,Delridge Playfield,Basketball (Full),4 a.m. - 11:30 p.m.,-122.3643707,47.56284245,"(47.562842, -122.364371)"
1104,Meridian Playground,Basketball (Half),4 a.m. - 11:30 p.m.,-122.3325568,47.66415869,"(47.664159, -122.332557)"
400,Beacon Hill Playground,Baseball/Softball,4 a.m. - 11:30 p.m.,-122.3153246,47.58622631,"(47.586226, -122.315325)"
400,Beacon Hill Playground,Play Area (ADA Compliant),4 a.m. - 11:30 p.m.,-122.3153246,47.58622631,"(47.586226, -122.315325)"
482,Bryant Neighborhood Playground,Tennis Court (Outdoor),4 a.m. - 11:30 p.m.,-122.2836441,47.6752992,"(47.675299, -122.283644)"
3913,T.T. Minor Playground,Play Area (ADA Compliant),4 a.m. - 11:30 p.m.,-122.3105431,47.61311072,"(47.613111, -122.310543)"
457,Highland Park Playground,Soccer,4 a.m. - 11:30 p.m.,-122.349034,47.52737972,"(47.52738, -122.349034)"
288,Bitter Lake Playfield,Wading Pool or Water Feature,4 a.m. - 11:30 p.m.,-122.3493143,47.72420909,"(47.724209, -122.349314)"
289,Loyal Heights Playfield,Restrooms,4 a.m. - 11:30 p.m.,-122.3832402,47.68410594,"(47.684106, -122.38324)"
3941,Walt Hundley Playfield,Restrooms (ADA Compliant),4 a.m. - 11:30 p.m.,-122.3734149,47.54016974,"(47.54017, -122.373415)"
